condition,method,targets,mean_best_of_k_tm_like,mean_tm_like_regret,oracle_hit_rate,repeat
shuffled_group,contact,10,0.06173876313387633,0.26307343066626454,0.0,19
shuffled_group,compact,10,0.059527780539453824,0.265284413260687,0.0,19
shuffled_group,hybrid,10,0.05887758503040684,0.265934608769734,0.0,19
shuffled_group,group_oracle_rate,10,0.15066619937947187,0.17414599442066897,0.1,20
shuffled_group,group_calibrated_hybrid,10,0.1163488266287072,0.20846336717143368,0.1,20
shuffled_group,group_mean,10,0.18319324366539122,0.14161895013474962,0.0,20
shuffled_group,low_clash,10,0.11617554469036458,0.20863664910977628,0.0,20
shuffled_group,contact,10,0.06173876313387633,0.26307343066626454,0.0,20
shuffled_group,compact,10,0.059527780539453824,0.265284413260687,0.0,20
shuffled_group,hybrid,10,0.05887758503040684,0.265934608769734,0.0,20
shuffled_group,group_oracle_rate,10,0.18348164855370325,0.14133054524643762,0.2,21
shuffled_group,group_calibrated_hybrid,10,0.11607207511912312,0.20874011868101774,0.2,21
shuffled_group,low_clash,10,0.11617554469036458,0.20863664910977628,0.0,21
shuffled_group,group_mean,10,0.09802323988521572,0.22678895391492512,0.0,21
shuffled_group,contact,10,0.06173876313387633,0.26307343066626454,0.0,21
shuffled_group,compact,10,0.059527780539453824,0.265284413260687,0.0,21
shuffled_group,hybrid,10,0.05887758503040684,0.265934608769734,0.0,21
shuffled_group,group_oracle_rate,10,0.1805842496679803,0.14422794413216053,0.0,22
shuffled_group,low_clash,10,0.11617554469036458,0.20863664910977628,0.0,22
shuffled_group,group_calibrated_hybrid,10,0.08215978304775075,0.2426524107523901,0.0,22
shuffled_group,group_mean,10,0.0695756958882077,0.25523649791193315,0.0,22
shuffled_group,contact,10,0.06173876313387633,0.26307343066626454,0.0,22
shuffled_group,compact,10,0.059527780539453824,0.265284413260687,0.0,22
shuffled_group,hybrid,10,0.05887758503040684,0.265934608769734,0.0,22
shuffled_group,group_mean,10,0.15555849582266307,0.16925369797747777,0.0,23
shuffled_group,low_clash,10,0.11617554469036458,0.20863664910977628,0.0,23
shuffled_group,group_calibrated_hybrid,10,0.1089267478739738,0.21588544592616704,0.0,23
shuffled_group,group_oracle_rate,10,0.06902957195950002,0.2557826218406408,0.0,23
shuffled_group,contact,10,0.06173876313387633,0.26307343066626454,0.0,23
shuffled_group,compact,10,0.059527780539453824,0.265284413260687,0.0,23
shuffled_group,hybrid,10,0.05887758503040684,0.265934608769734,0.0,23
shuffled_group,group_calibrated_hybrid,10,0.1436342547806874,0.18117793901945345,0.2,24
shuffled_group,group_oracle_rate,10,0.146207251317429,0.17860494248271183,0.1,24
shuffled_group,group_mean,10,0.14431768261063949,0.18049451118950138,0.0,24
